1,24,6,15,5,6,1,5,6,1,6,24,15,23,12,0,0,52
1,24,5,4,3,1,1,3,5,1,1,24,4,20,10,0,0,44
1,24,3,6,3,1,5,3,3,1,1,24,6,45,13,0,1408,40
1,24,5,11,5,1,2,5,5,1,1,24,11,30,10,0,0,40
1,24,5,10,2,5,1,2,5,1,5,24,10,22,10,0,0,15
1,8,16,13,3,2,6,3,16,1,2,8,13,48,7,0,0,40
1,24,5,13,3,1,1,3,5,1,1,24,13,21,10,0,0,40
2,24,1,11,3,4,1,3,1,2,4,24,11,19,9,0,0,25
1,13,5,4,3,5,3,3,5,1,5,13,4,31,10,0,0,38
1,24,6,3,6,5,6,6,6,1,5,24,3,48,12,0,0,40
1,24,4,13,3,5,3,3,4,1,5,24,13,31,5,0,0,43
1,24,3,3,6,5,7,6,3,1,5,24,3,53,13,0,0,40
1,24,3,14,3,5,1,3,3,1,5,24,14,24,13,0,0,50
2,24,1,11,3,2,6,3,1,2,2,24,11,49,9,0,0,40
1,24,1,1,3,6,1,3,1,1,6,24,1,25,9,0,0,35
1,24,3,3,5,5,8,5,3,1,5,24,3,57,13,0,0,40
1,24,1,13,3,5,7,3,1,1,5,24,13,53,9,0,0,38
2,24,15,6,3,2,5,3,15,2,2,24,6,44,14,0,0,40
1,24,14,9,2,5,5,2,14,1,5,24,9,41,11,0,0,40
1,24,14,3,3,6,2,3,14,1,6,24,3,29,11,0,0,43
2,24,5,6,3,4,1,3,5,2,4,24,6,25,10,0,0,40
2,13,1,10,3,1,0,3,1,2,1,13,10,18,9,0,0,30
2,14,10,3,3,4,6,3,10,2,4,14,3,47,15,0,1902,60
1,24,3,6,5,6,6,5,3,1,6,24,6,50,13,0,0,55
1,24,1,6,1,6,6,1,1,1,6,24,6,47,9,0,0,60
1,24,5,14,3,5,5,3,5,1,5,24,14,43,10,0,0,40
1,19,12,13,3,5,6,3,12,1,5,19,13,46,3,0,0,40
1,8,14,10,3,5,3,3,14,1,5,8,10,35,11,0,0,40
1,24,1,11,3,5,5,3,1,1,5,24,11,41,9,0,0,48
1,24,1,13,3,5,2,3,1,1,5,24,13,30,9,5013,0,40
1,24,3,4,3,5,2,3,3,1,5,24,4,30,13,2407,0,40
1,13,8,7,4,6,3,4,8,1,6,13,7,32,4,0,0,40
1,24,1,12,3,5,6,3,1,1,5,24,12,48,9,0,0,40
1,24,7,3,3,5,5,3,7,1,5,24,3,42,16,0,0,45
1,24,5,14,3,6,2,3,5,1,6,24,14,29,10,0,0,58
1,24,1,9,3,5,4,3,1,1,5,24,9,36,9,0,0,40
2,24,5,11,3,6,2,3,5,2,6,24,11,28,10,0,0,40
2,24,1,11,3,4,7,3,1,2,4,24,11,53,9,0,0,40
1,24,5,6,1,5,6,1,5,1,5,24,6,49,10,0,0,50
1,24,5,7,4,1,1,4,5,1,1,24,7,25,10,0,0,40
1,24,5,3,3,1,1,3,5,1,1,24,3,19,10,0,0,32
2,24,3,4,3,1,3,3,3,2,1,24,4,31,13,0,0,40
1,24,3,4,6,5,2,6,3,1,5,24,4,29,13,0,0,70
1,24,5,13,3,6,1,3,5,1,6,24,13,23,10,0,0,40
1,24,5,3,3,3,10,3,5,1,3,24,3,79,10,0,0,20
1,19,1,10,3,1,2,3,1,1,1,19,10,27,9,0,0,40
1,24,6,11,3,5,4,3,6,1,5,24,11,40,12,0,0,40
1,24,13,7,4,5,10,4,13,1,5,24,7,67,6,0,0,2
2,24,16,10,3,1,0,3,16,2,1,24,10,18,7,0,0,22
1,24,8,8,5,5,3,5,8,1,5,24,8,31,4,0,0,40
1,24,1,4,3,6,0,3,1,1,6,24,4,18,9,0,0,30
1,9,3,10,3,5,7,3,3,1,5,9,10,52,13,0,0,40
2,24,1,10,3,4,6,3,1,2,4,24,10,46,9,0,0,40
1,24,1,4,3,5,8,3,1,1,5,24,4,59,9,0,0,48
2,24,1,9,3,6,5,3,1,2,6,24,9,44,9,14344,0,40
2,24,1,4,3,1,7,3,1,2,1,24,4,53,9,0,0,35
1,24,1,15,5,5,6,5,1,1,5,24,15,49,9,0,0,40
1,24,15,3,3,5,3,3,15,1,5,24,3,33,14,0,0,50
1,24,4,4,3,6,2,3,4,1,6,24,4,30,5,0,0,40
2,24,7,3,5,6,5,5,7,2,6,24,3,43,16,0,0,50
1,24,14,3,3,5,8,3,14,1,5,24,3,57,11,0,0,40
2,24,5,9,3,2,4,3,5,2,2,24,9,37,10,0,0,40
2,24,5,13,3,2,2,3,5,2,2,24,13,28,10,0,0,25
2,13,1,4,3,4,2,3,1,2,4,13,4,30,9,0,1573,35
1,24,3,15,5,5,3,5,3,1,5,24,15,34,13,0,0,40
1,24,5,1,5,6,2,5,5,1,6,24,1,29,10,0,0,50
1,24,7,3,6,5,6,6,7,1,5,24,3,48,16,0,1902,60
1,24,5,4,3,5,4,3,5,1,5,24,4,37,10,0,0,48
2,30,6,6,3,2,6,3,6,2,2,30,6,48,12,0,0,40
1,24,1,10,5,1,3,5,1,1,1,24,10,32,9,0,0,40
1,24,15,6,3,5,10,3,15,1,5,24,6,76,14,0,0,40
1,24,3,6,3,5,5,3,3,1,5,24,6,44,13,15024,0,60
2,24,15,3,6,6,6,6,15,2,6,24,3,47,14,0,0,50
2,24,5,14,3,1,1,3,5,2,1,24,14,20,10,0,0,40
1,24,1,9,3,6,2,3,1,1,6,24,9,29,9,0,0,40
1,24,1,9,1,5,3,1,1,1,5,24,9,32,9,7688,0,40
2,24,13,7,4,1,0,4,13,2,1,24,7,17,6,34095,0,32
1,24,16,1,3,1,2,3,16,1,1,24,1,30,7,0,0,40
2,24,1,11,5,6,3,5,1,2,6,24,11,31,9,0,0,40
1,24,1,1,3,5,5,3,1,1,5,24,1,42,9,0,0,40
1,24,3,4,3,3,1,3,3,1,3,24,4,24,13,0,0,40
1,24,10,3,3,5,4,3,10,1,5,24,3,38,15,0,0,40
1,16,1,10,6,5,8,6,1,1,5,16,10,56,9,0,1887,50
2,24,5,4,3,4,2,3,5,2,4,24,4,28,10,4064,0,25
2,24,1,13,3,1,4,3,1,2,1,24,13,36,9,0,0,40
1,24,4,1,3,5,7,3,4,1,5,24,1,53,5,0,0,50
1,24,5,4,1,5,8,1,5,1,5,24,4,56,10,0,0,50
1,24,14,9,5,5,6,5,14,1,5,24,9,49,11,0,0,40
1,24,5,4,3,5,7,3,5,1,5,24,4,55,10,0,0,56
1,24,1,9,3,6,1,3,1,1,6,24,9,22,9,0,0,41
2,24,5,10,3,1,1,3,5,2,1,24,10,21,10,0,0,40
1,24,3,6,3,5,4,3,3,1,5,24,6,40,13,0,0,60
1,26,3,6,3,1,2,3,3,1,1,26,6,30,13,0,0,40
1,24,3,3,2,5,2,2,3,1,5,24,3,29,13,0,0,50
1,24,5,10,3,1,1,3,5,1,1,24,10,19,10,0,0,35
2,24,3,6,3,4,6,3,3,2,4,24,6,47,13,0,0,40
2,24,5,11,3,1,1,3,5,2,1,24,11,20,10,0,1719,28
1,24,6,11,3,5,3,3,6,1,5,24,11,31,12,0,0,40
1,24,1,7,4,5,3,4,1,1,5,24,7,35,9,0,0,40
1,24,5,9,3,6,4,3,5,1,6,24,9,39,10,0,0,40
2,24,6,4,3,6,2,3,6,2,6,24,4,28,12,0,0,60
2,24,1,10,3,6,1,3,1,2,6,24,10,24,9,0,1762,40
1,24,1,9,6,5,4,6,1,1,5,24,9,38,9,4386,0,35
1,24,3,4,3,5,4,3,3,1,5,24,4,37,13,0,0,50
2,24,6,14,3,6,6,3,6,2,6,24,14,46,12,0,0,36
1,28,15,3,5,5,4,5,15,1,5,28,3,38,14,0,0,40
1,24,1,9,6,5,5,6,1,1,5,24,9,43,9,0,0,60
2,24,14,11,3,4,2,3,14,2,4,24,11,27,11,0,0,35
1,24,5,4,3,1,1,3,5,1,1,24,4,20,10,0,0,20
1,24,5,9,3,5,6,3,5,1,5,24,9,49,10,0,0,40
1,24,1,9,1,5,9,1,1,1,5,24,9,61,9,0,0,40
2,24,5,4,3,1,2,3,5,2,1,24,4,27,10,0,0,40
1,19,5,10,3,1,1,3,5,1,1,19,10,19,10,0,0,30
2,24,14,3,3,6,5,3,14,2,6,24,3,45,11,0,1564,40
1,24,5,14,3,3,10,3,5,1,3,24,14,70,10,0,0,40
2,24,1,12,3,2,3,3,1,2,2,24,12,31,9,0,0,30
1,24,5,10,3,5,1,3,5,1,5,24,10,22,10,0,0,24
2,24,1,10,3,2,4,3,1,2,2,24,10,36,9,0,0,24
1,24,16,9,3,5,9,3,16,1,5,24,9,64,7,0,2179,40
2,24,5,7,4,6,5,4,5,2,6,24,7,43,10,0,0,40
2,19,5,11,5,2,6,5,5,2,2,19,11,47,10,0,0,38
2,24,1,11,3,6,3,3,1,2,6,24,11,34,9,0,0,40
2,27,3,6,3,3,3,3,3,2,3,27,6,33,13,0,0,40
1,24,1,9,3,1,1,3,1,1,1,24,9,21,9,0,0,35
1,24,1,7,4,6,7,4,1,1,6,24,7,52,9,0,0,45
1,24,1,9,3,5,6,3,1,1,5,24,9,48,9,0,0,46
1,24,3,1,3,6,1,3,3,1,6,24,1,23,13,0,0,40
1,24,5,4,6,2,10,6,5,1,2,24,4,71,10,0,1816,2
1,24,1,9,3,6,2,3,1,1,6,24,9,29,9,0,0,60
1,24,3,10,3,3,5,3,3,1,3,24,10,42,13,0,0,50
2,24,2,7,4,6,10,4,2,2,6,24,7,68,2,0,0,20
2,24,1,10,3,2,1,3,1,2,2,24,10,25,9,0,0,40
2,24,15,6,1,2,5,1,15,2,2,24,6,44,14,0,0,40
2,30,1,6,3,6,2,3,1,2,6,30,6,28,9,0,0,40
1,24,15,4,6,5,5,6,15,1,5,24,4,45,14,0,0,40
2,19,5,10,3,2,4,3,5,2,2,19,10,36,10,0,0,40
1,24,6,6,5,6,4,5,6,1,6,24,6,39,12,0,0,42
1,24,15,15,2,2,6,2,15,1,2,24,15,46,14,0,0,40
1,24,16,1,3,1,0,3,16,1,1,24,1,18,7,0,0,16
2,24,14,3,5,6,10,5,14,2,6,24,3,66,11,0,0,20
1,24,1,10,3,6,2,3,1,1,6,24,10,27,9,0,1980,40
1,24,1,15,2,5,2,2,1,1,5,24,15,28,9,0,0,40
1,24,5,4,3,5,7,3,5,1,5,24,4,51,10,0,1977,40
1,24,3,9,3,6,2,3,3,1,6,24,9,27,13,0,0,50
1,24,3,3,2,5,2,2,3,1,5,24,3,28,13,0,0,40
2,24,1,4,3,2,2,3,1,2,2,24,4,27,9,0,0,25
1,24,1,9,3,1,1,3,1,1,1,24,9,21,9,0,0,40
1,24,1,1,3,6,3,3,1,1,6,24,1,34,9,0,0,40
1,24,1,10,3,1,0,3,1,1,1,24,10,18,9,0,0,12
1,24,3,3,3,5,3,3,3,1,5,24,3,33,13,0,0,65
1,24,5,6,5,5,5,5,5,1,5,24,6,44,10,0,0,38
2,24,5,11,3,6,5,3,5,2,6,24,11,43,10,0,0,40
1,24,5,9,3,6,2,3,5,1,6,24,9,30,10,0,0,45
1,19,8,13,3,5,4,3,8,1,5,19,13,40,4,0,0,40
1,24,5,11,5,5,4,5,5,1,5,24,11,37,10,0,0,42
1,24,1,11,3,5,3,3,1,1,5,24,11,34,9,0,0,40
2,24,3,6,6,6,5,6,3,2,6,24,6,41,13,0,0,40
2,24,3,7,4,6,7,4,3,2,6,24,7,53,13,0,0,50
2,24,15,3,3,4,3,3,15,2,4,24,3,31,14,0,0,50
1,24,7,3,2,5,8,2,7,1,5,24,3,58,16,0,0,1
2,24,5,13,3,6,4,3,5,2,6,24,13,38,10,0,0,28
1,24,5,13,3,5,1,3,5,1,5,24,13,24,10,0,0,40
1,24,3,9,5,5,5,5,3,1,5,24,9,41,13,0,0,40
1,24,5,14,3,5,6,3,5,1,5,24,14,47,10,0,0,45
1,24,3,14,5,5,5,5,3,1,5,24,14,41,13,0,0,24
1,19,12,12,3,3,1,3,12,1,3,19,12,23,3,0,0,40
1,24,5,9,3,6,4,3,5,1,6,24,9,36,10,0,0,40
2,24,15,6,5,6,4,5,15,2,6,24,6,40,14,14084,0,55
1,24,15,3,3,3,3,3,15,1,3,24,3,35,14,7298,0,40
1,24,1,4,6,6,1,6,1,1,6,24,4,24,9,0,0,40
2,24,15,3,3,6,2,3,15,2,6,24,3,26,14,0,1876,40
1,17,1,7,4,1,1,4,1,1,1,17,7,19,9,0,0,40
1,24,3,6,3,5,7,3,3,1,5,24,6,51,13,0,0,50
2,24,5,3,5,6,5,5,5,2,6,24,3,42,10,0,1340,40
2,24,1,11,2,2,4,2,1,2,2,24,11,37,9,0,0,35
2,24,16,4,3,1,0,3,16,2,1,24,4,18,7,0,0,40
1,24,3,10,3,5,4,3,3,1,5,24,10,36,13,7298,0,36
1,24,1,9,3,6,3,3,1,1,6,24,9,35,9,0,0,60
2,24,1,4,1,4,8,1,1,2,4,24,4,58,9,15024,0,35
2,24,16,4,3,1,0,3,16,2,1,24,4,17,7,0,0,12
1,24,1,12,5,5,5,5,1,1,5,24,12,44,9,0,0,40
1,24,1,9,3,5,4,3,1,1,5,24,9,37,9,0,0,40
2,24,5,4,3,6,3,3,5,2,6,24,4,35,10,0,0,40
1,24,1,9,3,5,8,3,1,1,5,24,9,60,9,0,0,40
1,24,8,13,1,5,7,1,8,1,5,24,13,54,4,0,0,40
1,24,3,6,3,6,4,3,3,1,6,24,6,37,13,0,0,60
2,24,6,4,3,6,6,3,6,2,6,24,4,50,12,0,0,40
1,36,3,4,3,5,4,3,3,1,5,36,4,38,13,0,0,50
1,24,3,3,3,5,5,3,3,1,5,24,3,45,13,0,0,55
1,24,13,9,3,6,1,3,13,1,6,24,9,25,6,0,0,40
1,24,5,1,3,5,3,3,5,1,5,24,1,31,10,0,0,40
1,24,2,7,4,6,9,4,2,1,6,24,7,64,2,0,0,40
1,24,1,10,3,6,10,3,1,1,6,24,10,90,9,0,2206,40
1,24,1,11,3,5,7,3,1,1,5,24,11,54,9,0,0,20
2,24,9,13,5,6,7,5,9,2,6,24,13,53,1,0,0,35
2,24,1,4,3,1,0,3,1,2,1,24,4,18,9,0,0,40
2,24,13,7,4,6,8,4,13,2,6,24,7,60,6,0,0,10
1,24,1,8,6,5,10,6,1,1,5,24,8,66,9,1409,0,50
2,2,14,11,3,6,10,3,14,2,6,2,11,75,11,0,0,20
2,24,1,11,3,6,9,3,1,2,6,24,11,65,9,0,0,40
1,24,16,12,3,6,3,3,16,1,6,24,12,35,7,3674,0,40
2,24,1,4,3,2,5,3,1,2,2,24,4,41,9,0,0,38
1,24,5,11,3,6,1,3,5,1,6,24,11,25,10,0,0,42
2,24,5,9,3,3,3,3,5,2,3,24,9,33,10,0,0,40
1,24,10,3,3,6,2,3,10,1,6,24,3,28,15,0,0,55
1,24,1,10,2,5,8,2,1,1,5,24,10,59,9,0,0,40
2,24,5,11,2,6,4,2,5,2,6,24,11,40,10,0,0,38
1,28,3,6,3,5,5,3,3,1,5,28,6,41,13,0,0,50
1,24,15,6,5,5,4,5,15,1,5,24,6,38,14,0,0,70
1,24,1,12,3,1,1,3,1,1,1,24,12,23,9,0,0,40
1,24,3,3,3,5,4,3,3,1,5,24,3,40,13,0,0,40
2,24,1,10,6,4,5,6,1,2,4,24,10,41,9,0,0,20
1,24,6,15,2,5,1,2,6,1,5,24,15,24,12,0,0,50
1,24,5,7,4,1,1,4,5,1,1,24,7,20,10,0,0,20
1,24,5,9,3,6,4,3,5,1,6,24,9,38,10,0,1741,40
1,13,1,11,3,5,8,3,1,1,5,13,11,56,9,0,0,35
1,24,1,11,3,5,8,3,1,1,5,24,11,58,9,0,0,45
2,24,1,10,3,6,3,3,1,2,6,24,10,32,9,0,0,34
1,24,6,14,3,5,4,3,6,1,5,24,14,40,12,0,1977,60
1,13,1,11,3,5,5,3,1,1,5,13,11,45,9,0,0,40
2,24,10,3,3,4,5,3,10,2,4,24,3,41,15,0,0,40
2,24,3,11,3,4,5,3,3,2,4,24,11,42,13,0,0,40
2,24,13,10,5,2,8,5,13,2,2,24,10,59,6,0,0,30
1,24,5,11,5,1,1,5,5,1,1,24,11,19,10,0,0,40
1,24,5,12,3,6,8,3,5,1,6,24,12,58,10,0,0,20
1,6,1,8,6,5,5,6,1,1,5,6,8,42,9,0,0,40
2,24,1,10,3,1,1,3,1,2,1,24,10,20,9,0,0,40
2,24,1,10,3,6,3,3,1,2,6,24,10,32,9,0,0,30
2,24,14,6,3,6,5,3,14,2,6,24,6,45,11,0,0,45
1,24,8,9,3,6,6,3,8,1,6,24,9,50,4,0,0,40
2,24,3,3,3,1,4,3,3,2,1,24,3,36,13,0,0,40
1,24,1,4,3,5,5,3,1,1,5,24,4,45,9,0,0,60
1,24,16,10,3,1,0,3,16,1,1,24,10,17,7,0,0,12
1,24,5,4,3,5,8,3,5,1,5,24,4,59,10,4064,0,40
1,24,16,9,3,5,2,3,16,1,5,24,9,26,7,0,0,40
1,3,5,6,1,5,4,1,5,1,5,3,6,37,10,0,0,75
1,16,5,7,4,1,1,4,5,1,1,16,7,19,10,0,0,24
1,24,1,6,3,5,9,3,1,1,5,24,6,64,9,0,0,40
2,24,3,3,3,6,3,3,3,2,6,24,3,33,13,0,0,45
2,24,1,9,3,4,3,3,1,2,4,24,9,33,9,0,0,40
1,24,1,6,3,5,9,3,1,1,5,24,6,61,9,0,0,40
1,24,4,10,3,1,0,3,4,1,1,24,10,17,5,1055,0,24
1,24,15,8,6,5,6,6,15,1,5,24,8,50,14,2407,0,98
1,24,15,3,5,1,2,5,15,1,1,24,3,27,14,0,0,35
2,24,1,3,3,1,2,3,1,2,1,24,3,30,9,0,0,40
1,24,1,1,3,5,5,3,1,1,5,24,1,43,9,0,0,40
1,24,5,9,3,5,5,3,5,1,5,24,9,44,10,7298,0,40
2,24,5,6,3,6,3,3,5,2,6,24,6,35,10,0,0,40
2,24,5,14,3,1,1,3,5,2,1,24,14,25,10,0,0,40
2,24,5,13,3,4,1,3,5,2,4,24,13,24,10,7298,0,48
2,26,3,3,3,6,1,3,3,2,6,26,3,22,13,0,0,15
1,24,5,9,5,5,5,5,5,1,5,24,9,42,10,5178,0,40
2,24,6,4,3,2,3,3,6,2,2,24,4,34,12,0,0,45
2,24,3,3,3,6,8,3,3,2,6,24,3,60,13,0,0,42
1,24,1,1,3,1,1,3,1,1,1,24,1,21,9,0,0,40
1,24,15,4,5,5,8,5,15,1,5,24,4,57,14,15024,0,40
1,24,10,3,3,5,5,3,10,1,5,24,3,41,15,0,0,60
1,24,5,10,3,6,6,3,5,1,6,24,10,50,10,0,0,45
2,24,3,6,3,6,1,3,3,2,6,24,6,25,13,0,0,40
1,31,8,9,3,5,6,3,8,1,5,31,9,50,4,0,0,40
1,24,3,3,3,5,4,3,3,1,5,24,3,36,13,0,0,45
2,24,1,3,3,6,3,3,1,2,6,24,3,31,9,0,0,40
1,24,3,15,5,6,2,5,3,1,6,24,15,29,13,0,0,56
1,24,5,4,3,1,1,3,5,1,1,24,4,21,10,0,0,45
2,24,3,14,3,2,2,3,3,2,2,24,14,27,13,0,0,40
1,24,1,12,3,5,9,3,1,1,5,24,12,65,9,0,0,16
2,24,3,4,1,6,4,1,3,2,6,24,4,37,13,0,0,60
2,13,15,7,4,4,4,4,15,2,4,13,7,39,14,3464,0,40
1,24,1,9,3,1,1,3,1,1,1,24,9,24,9,0,0,40
1,24,1,4,3,6,4,3,1,1,6,24,4,38,9,0,0,80
1,24,3,11,3,5,6,3,3,1,5,24,11,48,13,7688,0,40
2,24,5,10,3,6,1,3,5,2,6,24,10,21,10,0,0,25
1,24,1,12,3,5,3,3,1,1,5,24,12,31,9,0,0,45
1,24,1,4,3,5,7,3,1,1,5,24,4,55,9,4386,0,40
2,12,5,11,3,4,1,3,5,2,4,12,11,24,10,0,0,40
2,24,1,11,3,6,5,3,1,2,6,24,11,43,9,0,0,40
1,24,6,14,3,6,2,3,6,1,6,24,14,26,12,0,0,45
2,24,6,3,3,6,6,3,6,2,6,24,3,46,12,0,0,33
1,24,6,11,3,5,3,3,6,1,5,24,11,35,12,0,0,40
1,24,5,8,1,5,5,1,5,1,5,24,8,41,10,0,0,54
1,24,3,4,3,6,2,3,3,1,6,24,4,26,13,0,0,40
1,15,15,6,3,5,3,3,15,1,5,15,6,34,14,7298,0,35
2,24,5,7,4,1,1,4,5,2,1,24,7,19,10,0,0,25
2,24,3,3,6,6,4,6,3,2,6,24,3,36,13,0,0,40
1,24,5,4,3,1,1,3,5,1,1,24,4,22,10,0,0,15
1,24,5,13,3,6,1,3,5,1,6,24,13,24,10,0,0,40
1,24,5,4,6,5,10,6,5,1,5,24,4,77,10,0,0,40
2,19,12,13,3,3,1,3,12,2,3,19,13,22,3,0,0,40
2,24,5,14,3,6,2,3,5,2,6,24,14,29,10,0,0,40
2,24,1,10,3,6,9,3,1,2,6,24,10,62,9,0,0,24
1,24,1,6,6,5,4,6,1,1,5,24,6,39,9,0,0,40
1,24,5,9,3,5,5,3,5,1,5,24,9,43,10,0,1485,50
1,24,1,12,3,6,3,3,1,1,6,24,12,35,9,0,0,45
2,24,16,6,3,6,2,3,16,2,6,24,6,29,7,0,0,40
1,24,15,9,6,5,10,6,15,1,5,24,9,76,14,0,0,10
1,24,1,8,6,5,9,6,1,1,5,24,8,63,9,0,0,45
2,24,14,7,4,1,1,4,14,2,1,24,7,23,11,0,0,15
2,24,5,3,3,4,5,3,5,2,4,24,3,43,10,0,1887,50
1,24,1,1,6,5,8,6,1,1,5,24,1,58,9,0,0,40
1,24,1,12,3,6,10,3,1,1,6,24,12,66,9,2050,0,55
1,24,5,9,3,6,5,3,5,1,6,24,9,41,10,0,0,45
1,24,3,11,3,6,2,3,3,1,6,24,11,26,13,0,0,40
1,24,14,10,3,6,6,3,14,1,6,24,10,47,11,0,0,40
1,24,13,11,5,5,7,5,13,1,5,24,11,55,6,0,0,40
1,24,1,12,3,5,7,3,1,1,5,24,12,53,9,0,0,40
1,19,12,10,3,3,0,3,12,1,3,19,10,17,3,0,0,48
1,24,1,9,3,3,2,3,1,1,3,24,9,30,9,0,0,40
1,24,15,3,3,6,6,3,15,1,6,24,3,49,14,0,0,60
1,22,1,4,3,2,1,3,1,1,2,22,4,19,9,0,0,30
1,24,1,10,3,5,5,3,1,1,5,24,10,45,9,0,0,40
1,24,6,4,3,6,2,3,6,1,6,24,4,26,12,0,0,40
1,24,14,9,3,5,4,3,14,1,5,24,9,38,11,7298,0,40
1,24,1,15,2,5,4,2,1,1,5,24,15,36,9,7298,0,40
1,24,1,8,3,6,3,3,1,1,6,24,8,33,9,0,0,20
2,24,5,15,2,1,1,2,5,2,1,24,15,22,10,0,0,40
1,24,3,4,6,6,5,6,3,1,6,24,4,43,13,0,0,42
1,24,16,7,4,5,10,4,16,1,5,24,7,67,7,0,0,8
2,24,14,7,4,2,2,4,14,2,2,24,7,30,11,0,0,40
1,28,6,10,3,6,8,3,6,1,6,28,10,56,12,0,0,25
1,24,3,3,3,1,3,3,3,1,1,24,3,31,13,0,0,25
1,24,3,6,3,5,3,3,3,1,5,24,6,33,13,0,0,40
1,24,1,10,3,5,2,3,1,1,5,24,10,26,9,0,0,40
1,24,3,6,3,5,3,3,3,1,5,24,6,33,13,0,0,40
1,24,16,12,5,5,6,5,16,1,5,24,12,46,7,0,0,30
1,24,3,7,4,5,8,4,3,1,5,24,7,59,13,0,0,40
1,24,1,11,5,5,4,5,1,1,5,24,11,38,9,0,0,40
1,24,16,10,3,2,9,3,16,1,2,24,10,65,7,0,0,40
1,24,14,14,3,5,4,3,14,1,5,24,14,40,11,0,0,40
2,24,1,11,3,4,5,3,1,2,4,24,11,42,9,0,0,35
1,23,4,9,6,5,2,6,4,1,5,23,9,26,5,0,0,40
2,24,13,10,3,4,4,3,13,2,4,24,10,36,6,0,0,24
1,24,15,3,3,5,9,3,15,1,5,24,3,62,14,0,0,40
1,24,3,12,3,5,5,3,3,1,5,24,12,43,13,0,0,45
1,24,3,6,3,6,5,3,3,1,6,24,6,43,13,0,1564,45
1,24,1,4,3,6,1,3,1,1,6,24,4,22,9,0,0,55
1,24,1,9,3,5,2,3,1,1,5,24,9,28,9,0,0,40
1,24,5,4,6,5,8,6,5,1,5,24,4,56,10,0,0,45
2,24,6,4,3,6,1,3,6,2,6,24,4,22,12,0,0,15
2,24,3,6,3,6,8,3,3,2,6,24,6,57,13,0,0,45
2,24,1,4,3,2,4,3,1,2,2,24,4,39,9,0,0,40
2,24,5,11,5,2,2,5,5,2,2,24,11,26,10,0,0,15
1,24,16,10,3,1,0,3,16,1,1,24,10,17,7,0,0,10
1,24,14,13,2,5,4,2,14,1,5,24,13,40,11,0,0,38
1,24,1,13,3,5,5,3,1,1,5,24,13,45,9,0,0,40
1,24,1,9,3,6,5,3,1,1,6,24,9,44,9,0,0,40
2,24,5,11,5,1,1,5,5,2,1,24,11,20,10,0,0,10
2,24,1,9,3,4,3,3,1,2,4,24,9,33,9,0,0,40
1,24,5,4,3,6,1,3,5,1,6,24,4,23,10,0,0,40
1,24,15,6,6,6,6,6,15,1,6,24,6,46,14,0,0,30
1,24,1,4,3,5,4,3,1,1,5,24,4,38,9,0,0,50
1,24,1,12,3,6,7,3,1,1,6,24,12,54,9,0,0,40
2,24,12,9,3,6,6,3,12,2,6,24,9,46,3,0,2339,45
1,24,5,9,3,5,1,3,5,1,5,24,9,25,10,0,0,40
2,24,5,4,3,6,6,3,5,2,6,24,4,46,10,0,0,40
2,24,5,12,5,4,4,5,5,2,4,24,12,36,10,0,0,40
2,24,1,10,3,6,1,3,1,2,6,24,10,23,9,0,0,25
1,24,1,13,3,6,2,3,1,1,6,24,13,29,9,0,0,40
